procedure,proc_group
BILAT URS WITH DJ STENTS,Cystoscopy_URO
BILAT URS WITH RP WITH DJ STENT,Cystoscopy_URO
BILAT VENOUS STRIPPING,สาขา:ศัลยกรรมทั่วไป
BILAT. LAP. TAPP,สาขา:ศัลยกรรมทั่วไป
BILAT. ORCHHIECTOMY,สาขา:ทางเดินปัสสาวะ
BILAT. ORCHIECTOMY,Uro_other
BILAT. ORCHIECTOMY + LT. RP +DJ STENT,Uro_other
BILAT. ORCHIECTOMY WITH TRUS BIOPSY,Cystoscopy_URO
BILAT. RETROGRADE PYELOGRAM +/- DJ STENT,Vascular_interv
BILAT. RP + DJ STENTS,Vascular_interv
BILAT. URSL + DJ STENT,Vascular_interv
BILATERAL AKA,สาขา:หลอดเลือด
BILATERAL BURR HOLE,Neuro_cranial
BILATERAL BURR HOLE WITH IRRIGATION,Neuro_cranial
BILATERAL BURR HOLE WITH IRRIGATION AND DRAINAGE,Neuro_cranial
BILATERAL CRANIECTOMY,สาขา:ประสาทและสมอง
BILATERAL CRANIOTOMY WITH RMOVE CLOT,Neuro_cranial
BILATERAL DJ STENT INSERTION,Vascular_interv
BILATERAL EVD,Neuro_cranial
BILATERAL EXTENDED SIMPLE MASTECTOMY,Breast
BILATERAL EXTENDED SIMPLE MASTECTOMY WITH IMPLANT REMOVAL,Breast
BILATERAL FESS UNDER GA,ENT
BILATERAL FESS WITH MICRODEBRIDER WITH NAVIGATOR,ENT
BILATERAL FLEX URSL,สาขา:ทางเดินปัสสาวะ
BILATERAL GOIN NODE DISSECTION,สาขา:ทางเดินปัสสาวะ
BILATERAL HERNIOPLASTY,สาขา:ลำไส้ใหญ่และทวารหนัก
BILATERAL HIGH LIGATION WITH VENOUS STRIPING WITH PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL HIGH LIGATION WITH VENOUS STRIPPING WITH MULTIPLE PHLEBECTOMY,สาขา:หลอดเลือด
"BILATERAL HL + VS, NO STAB",สาขา:ศัลยกรรมทั่วไป
BILATERAL HL C VENOUS STRIPPING C MULTIPLE PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL HL WITH VS WITH LT PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL HL WITH VS WITH MULTIPLE PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL LAP TAPP,สาขา:โรคหัวใจ
BILATERAL LAP. TAPP,สาขา:ศัลยกรรมทั่วไป
BILATERAL LOWER BLEPHAROPLASTY,Blepharoplasty
BILATERAL MAMMOREDUCTION,Breast
BILATERAL MASTECTOMY + BOTH SLNB,Breast
BILATERAL MASTECTOMY + TAD,Breast
BILATERAL MASTECTOMY C IMPLANT RECONSTRUCTION C SLNB,Breast
BILATERAL MASTECTOMY WITH RIGHT SLNB,Breast
BILATERAL MASTECTOMY WITH SLNB,Breast
BILATERAL MASTECTOMY WITH SLNB +/- IMMEDIATE IMPLANT RECONSTRUCTION,Breast
BILATERAL MINI CRANIOTOMY C CLOT REMOVAL,Neuro_cranial
BILATERAL MINICRANIOTOMY,Neuro_cranial
BILATERAL MRM + BILATERAL TISSUE EXPANDER,Breast
BILATERAL MRND,สาขา:ศัลยกรรมทั่วไป
BILATERAL MYRINGOTOMY + PE TUBE,ENT
BILATERAL MYRINGOTOMY WITH PE TUBE,ENT
BILATERAL NEEDLE LOCALIZE EXCISION,Skin_softtissue
BILATERAL NIPPLE SPARING MASTECTOMY WITH IMMEDIATE IMPLANT RECONSTRUCTION,Breast
BILATERAL NSM WITH IMPLANT RECONSTRUCTION,Breast
BILATERAL NSM WITH RIGHT SLNB,Breast
BILATERAL OME WITH PE TUBE,สาขา:หู คอ จมูก
BILATERAL OPEN HERNIOPLASTY,สาขา:ศัลยกรรมทั่วไป
BILATERAL ORCHIDECTOMY,Uro_other
BILATERAL ORCHIECTOMY,Uro_other
BILATERAL ORCHIECTYOMY,Uro_other
BILATERAL REPAIR OF INGUINAL HERNIA,GI_abdominal
BILATERAL RFA,สาขา:หลอดเลือด
BILATERAL RFA C STAB AVULSION,สาขา:ศัลยกรรมทั่วไป
BILATERAL RFA OF BOTH LEGS,สาขา:หลอดเลือด
BILATERAL RFA WITH MULTIPLE PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL RFA WITH MULTIPLE RT PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL RFA WITH PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL RFA WITH RT PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL RIRS,สาขา:ทางเดินปัสสาวะ
BILATERAL SIMPLE MASTECTOMY,Breast
BILATERAL SKIN REDUCING MASTECTOMY WITH IMPLANT RECONSTURCTION (DTI),Breast
BILATERAL SKIN SPARING MASTECTOMY WITH IMMEDIATE IMPLANT RECONSTUCTION,Breast
BILATERAL SKIN SPARING MASTECTOMY WITH IMPLANTATION (REDUCTION MASTECTOMY TECHNIQUE),Breast
"BILATERAL SSM, SLNB WITH IMPLANT RECONSTRCUTION",Breast
BILATERAL SSV LIGATION WITH DISTAL SCLEROTHERAPY,สาขา:หลอดเลือด
BILATERAL SUPERFICIAL PAROTIDECTOMY,สาขา:ศัลยกรรมทั่วไป
BILATERAL TEP,สาขา:ศัลยกรรมทั่วไป
BILATERAL TOTAL MASTECTOMY WITH BLATERAL IMPLANT,Breast
BILATERAL TOTAL MASTECTOMY WITH RT ALND,Breast
BILATERAL VENASEAL,สาขา:หลอดเลือด
BILATERAL VENASEAL WITH LT PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL VENASEAL WITH RT MULTIPLE PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL VENASEAL WITH RT PHLEBECTOMY,สาขา:หลอดเลือด
BILATERAL VENOUS STRIPPING WITH STAB AVULSION,สาขา:ศัลยกรรมทั่วไป
BILATERALL URS +/- DJ STENT,Cystoscopy_URO
BILAYERAL BURR HOLE WITH IRRIGATION,Neuro_cranial
BILE DUCT RESECTION WITH ROUX EN Y HEPATICOJEJUNOSTOMY + LN RESECTION,สาขา:ศัลยกรรมทั่วไป
BILT ORCHIDECTOMY,Uro_other
BIOPSY,Skin_softtissue
BIOPSY OF EXTERNAL EAR,ENT
"BIOPSY OF MOUTH, UNSPECIFIED STRUCTURE",Skin_softtissue
BIOPSY OF ORAL SOFT TISSUE,Skin_softtissue
BIOPSY OF SKIN AND SUBCUTANEOUS TISSUE,Skin_softtissue
BIOPSY OF SOFT TISSUE,Skin_softtissue
BITERAL FESS UNDER GA,ENT
BKA,สาขา:ตกแต่ง
BKA RT LEG,สาขา:หลอดเลือด
BLEPHALOPATHY,สาขา:ตกแต่ง
BLIATERAL CRANIOTOMY,Neuro_cranial
BONE GRAFT,Skin_softtissue
BONE RESECTION,สาขา:ตกแต่ง
BRAUN LOOP JEJUNOJUNOSTOMY,สาขา:ศัลยกรรมทั่วไป
BREAST AUGMENTATION,Breast
BREAST EXCISION,Breast
BREAST IMPLANT REMOVAL,Breast
BREAST REDUCTION,Breast
BRONCHOSCOPY THROUGH ARTIFICIAL STOMA,สาขา:หู คอ จมูก
BROW LIFT,สาขา:ตกแต่ง
BROW LIFTING,สาขา:ตกแต่ง
BSP + PARTIAL UVULECTOMY + RF BOT(ใช้ STEINER อุปกรณ์ SUSPENSION DEMO จาก STORZ มี จนท บริษัทเข้าด้วย),สาขา:หู คอ จมูก
BSP + RF NOSE (GA),ENT
BSP+RF NOSE (GA),ENT
BUCCAL GRAFT URETHROPLASTY,Skin_softtissue
BUR HOLE WITH IRRIGATION RT,สาขา:ประสาทและสมอง
BURR BONE LT LEG C VAC DRESSING,Skin_softtissue
BURR HOLE C IRRIGATION,Neuro_cranial
BURR HOLE RT,Neuro_cranial
BURR HOLE WITH IRRIGATION,Neuro_cranial
BX,สาขา:ตกแต่ง
"C ARM , PEDICLE SCREW",Spine
C1-2 FIXATION WITH LAMINECTOMY C3-6 WITH LATERAL MASS SCREW & ROD FIXATION,Spine
C1-2 LAMINECTOMY WITH SCREW FIXATION,Spine
C4-5 LAMINECTOMY WITH TUMOR REMOVAL,Spine
C5 CORPECTOMY WITH TUMOR REMOVAL WITH MESH GRAFT WITH PLATE AND SCREW FIXATION,Spine
CA CERVIX ADVANCE STAGE C AKI C GROOS HEMATURIA C OBSTRUCTIVE UROPATHY,สาขา:ทางเดินปัสสาวะ
CA TONGUE PPLAN TRACHEOSTOMY FOR PROTECT AIRWAY,Tracheostomy
CANALIZATION RT. EAR+FULL THICKNESS SKIN GRAFT,ENT
CAPD,สาขา:หลอดเลือด
CAPSULECTOMY BOTH BREASTS,Breast
CENTRAL QUANDRANTECTOMY,Breast
CENTRAL QUANDRANTECTOMY OF RIGHT BREAST,Breast
CERAB + ENDARTERCTOMY RT CFA,สาขา:หลอดเลือด
CERVICAL LN EXCISION UNDER LA,Skin_softtissue
CERVICAL LYMPH NODE BIOPSY,Thyroid_neck
CHAGE RIGHT DJ STENT WITH LEFT RP,Vascular_interv
CHANG LT. DJ STENT+ RT.AP,Vascular_interv
CHANGE ABDOMINAL VAC +- CLOSURE,สาขา:หลอดเลือด
CHANGE BILAT DJ STENE ใช้ FLU,สาขา:ทางเดินปัสสาวะ
CHANGE DJ STENT,Vascular_interv
CHANGE DLC TO TCC RT. IJV,Central_line
CHANGE DRESSING+ DEBRIDEMENT,Skin_softtissue
CHANGE LT. DJ STENT,Vascular_interv
CHANGE LT. DJ STENT (แบบปี),Vascular_interv
CHANGE LT. DJ STENTT,Vascular_interv
CHANGE PEG,สาขา:ลำไส้ใหญ่และทวารหนัก
CHANGE RT. DJ STENT,Vascular_interv
CHANGE RT. DJ STENT (แบบปี),Vascular_interv
CHANGE TRACHEOSTOMY TUBE,Tracheostomy
CHANGE VAC,สาขา:ศัลยกรรมทั่วไป
CHANGE VAC + ABDOMINAL TOILET WITH RETENTION SUTURE,Skin_softtissue
CHANGE VAC +- ABDOMINAL CLOSURE,สาขา:หลอดเลือด
CHANGE VAC +- RT BKA,สาขา:ศัลยกรรมทั่วไป
CHANGE VAC +/- CLOSURE + DW,สาขา:ศัลยกรรมทั่วไป
CHANGE VAC C SHOE LACE,สาขา:ศัลยกรรมทั่วไป
CHANGE VAC DRESSING,สาขา:ศัลยกรรมทั่วไป
CHANGE VAC DRESSING + TRACHEOSTOMY,Tracheostomy
CHANGE VAC DRESSING AT ABDOMEN,สาขา:ศัลยกรรมทั่วไป
CHANGE VAC DRESSING+ABDOMINAL TOILET+/-TRACHEOSTOMY,Tracheostomy
CHANGE VACCUMM DRESSING,สาขา:ศัลยกรรมทั่วไป
CHANGE VACCUUM DRESSING + ABDOMINAL TOILET,สาขา:ศัลยกรรมทั่วไป
CHANGE VACUMM DRESSING + SHOE LANCE CLOSURE RT.LEG,สาขา:ศัลยกรรมทั่วไป
CHANGE VACUUM,สาขา:ศัลยกรรมทั่วไป
CHANGE VACUUM D/S,สาขา:ศัลยกรรมทั่วไป
CHANGE VACUUM DESSING,สาขา:ศัลยกรรมทั่วไป
CHANGE VACUUM DRESSING,สาขา:ศัลยกรรมทั่วไป
CHANGE VACUUM DRESSING C ABDOMINAL TOILET,สาขา:ศัลยกรรมทั่วไป
CHANGE VACUUM DRESSING WITH ABD TOILET,สาขา:ศัลยกรรมทั่วไป
CHANGE VACUUM DRESSING WITH DEBRIDEMENT,Skin_softtissue
CHANGE VACUUM DRESSING+-RETENTION SUTURE,Skin_softtissue
CHEILOPLASTY,สาขา:ตกแต่ง
"CHEM,OPORT INSERTION",Central_line
CHEMMORPORT INSERTION,Central_line
CHEMO PORT,Central_line
CHEMO PORT INSERTION,Central_line
CHEMOPORT,Central_line
CHEMOPORT INSERTION,Central_line
CHEMOPORT INSERTION RT,Central_line
CHEMOPORT INSERTION UNDER LA,Central_line
CHEMOPORT REMOVAL,Central_line
CHEMOPORT UNDER LA,Central_line
CHEMOPRT INSERTION,สาขา:ลำไส้ใหญ่และทวารหนัก
CHEMORPORT INSERTION,Central_line
CHENOPORT INSERTION,Central_line
CHEVAR LT.RENAL,Vascular_interv
CHOLECYSTOGRAM,Cystoscopy_URO
CHOLECYSTOGRAM UNDER LA,Cystoscopy_URO
CHOMEPORT INSERTION,Central_line
CIRCUMCIOSION นอกเวลา,สาขา:ทางเดินปัสสาวะ
CIRCUMCISIN UNDER IV SEDATION,Uro_other
CIRCUMCISION,Uro_other
CIRCUMCISION (UNDER TIVA),Uro_other
CIRCUMCISION + EXCISION/ELECTROCAUTERIZATION,Uro_other
CIRCUMCISION + FRENULECTOMY,Uro_other
CIRCUMCISION + REMOVE DJ STENT,Uro_other
CIRCUMCISION UNDER LA,Uro_other
CIRCUMCISION UNDER TIVA,Uro_other
CIRCUMCISION WITH VASECTOMY,Uro_other
CIRCUMCISION WITH VASECTOMY UNDER TIVA,Uro_other
CIRCUMCISION+EC,Uro_other
"CIRCUMCISION, ORCHIOPEXY",Uro_other
CIRCUMCISOIN,Uro_other
CIRCUMCISOION UNDER IV SEDATION,Uro_other
CLOSE FISTULA,Vascular_access
CLOSE HARTMANN STUMP WITH REPAIRED HERNIA,GI_abdominal
CLOSE REDUCTION,สาขา:ตกแต่ง
CLOSE REDUCTION C K-WIRE FIXATION,Fracture_fixation
CLOSE REDUCTION NASAL BONE,สาขา:ตกแต่ง
CLOSED HEMORRHOIDECTOMY,Anorectal
CLOSED REDCTION WITH MMF,สาขา:ตกแต่ง
CLOSED REDESION,สาขา:ตกแต่ง
CLOSED REDUCTION,Fracture_fixation
CLOSED REDUCTION +IMF SCREW MANDIBLE LT,Fracture_fixation
CLOSED REDUCTION C K WIRE FIXATION,Fracture_fixation
CLOSED REDUCTION LEFT ZYGOMATIC ARCH,Fracture_fixation
CLOSED REDUCTION NASAL BONE,Fracture_fixation
CLOSED REDUCTION NASAL SEPTUM UNDER GA,Fracture_fixation
CLOSED REDUCTION NASL BONE,Fracture_fixation
CLOSED REDUCTION OF MANDIBLE WITH IMF FIXATION,Fracture_fixation
CLOSED REDUCTION OF NASAL BONE,Fracture_fixation
CLOSED REDUCTION RT. ZYGOMA ARCH(GILLE MANUVER),Fracture_fixation
CLOSED REDUCTION WITH K WIRE FIXATION,Fracture_fixation
CLOSED REDUCTION WITH K-WIRE FIXATION,Fracture_fixation
CLOSED REDUCTION WITH NASAL PACKING,Fracture_fixation
"CLOSED REDUCTION, K-WIRE",Fracture_fixation
CLOSED STUMP,สาขา:ตกแต่ง
CLOSED [ENDOSCOPIC] BIOPSY OF ESOPHAGUS,Skin_softtissue
CLOSED [ENDOSCOPIC] BIOPSY OF LARYNX,Skin_softtissue
CLOSED [ENDOSCOPIC] [NEEDLE] BIOPSY OF NASAL SINUS,ENT
CLOSED [NEEDLE] BIOPSY OF SALIVARY GLAND OR DUCT,ENT
CLOSED [NEEDLE] BIOPSY OF TONGUE,Skin_softtissue
CLOSED [PERCUTANEOUS] [NEEDLE] BIOPSY OF PROSTATE,Uro_other
CLOSURE ABDOMINAL WALL,สาขา:ศัลยกรรมทั่วไป
CLOSURE COLOSOTMY,สาขา:ลำไส้ใหญ่และทวารหนัก
CLOSURE COLOSTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
CLOSURE DISTAL COLOSTOMY WITH DISTAL IRRIGATION WITH EXCISION NODULE,Skin_softtissue
CLOSURE FISTULA,Vascular_access
CLOSURE FISTULA OF TRACHEA,Vascular_access
CLOSURE HARTMAN'S,สาขา:ลำไส้ใหญ่และทวารหนัก
CLOSURE HARTMANN,สาขา:ลำไส้ใหญ่และทวารหนัก
CLOSURE ILEOSTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
CLOSURE ILEOSTOMY WITH DILATE ANASTOMOSIS,สาขา:ลำไส้ใหญ่และทวารหนัก
CLOSURE ILIOSTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
CLOSURE ILLEOSTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
CLOSURE LOOP COLOSTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
CLOSURE LOOP ILEOSTOMY,สาขา:ศัลยกรรมทั่วไป
CLOSURE OF FISTULA OF LARYNX,Vascular_access
CLOSURE TRACHEOSTOMY (LA) + ADMIT POST-OP,Tracheostomy
CLOSURETEF,สาขา:หู คอ จมูก
CMT INSERTION,สาขา:หลอดเลือด
COIL EMBOLIZATION LT IIA+COVER STENT LT CIA,Vascular_interv
COLI EMBOLIZATION ILAIAC ARTERY,Vascular_interv
COLLECTION,สาขา:ตกแต่ง
COLONIC STENT,Vascular_interv
COLONO,สาขา:ลำไส้ใหญ่และทวารหนัก
COLONO WITH BX,สาขา:ลำไส้ใหญ่และทวารหนัก
COLONO ถึงแค่ LESION,Skin_softtissue
COLONOPSCOPE,สาขา:ศัลยกรรมทั่วไป
COLONOSCOPE,Endoscopy_GI
COLONOSCOPE +/- COLONIC STENT,Endoscopy_GI
COLONOSCOPE +/- LAP. WITH/WITHOUT COLONOPLASTY/COLOECTOMY,Endoscopy_GI
COLONOSCOPE C STENT,Endoscopy_GI
COLONOSCOPE SURVILLANCE,Endoscopy_GI
COLONOSCOPE WITH BIOPSY,Endoscopy_GI
COLONOSCOPE WITH CECAL MASS EXCISION,Endoscopy_GI
COLONOSCOPE+LIS+EXCISION,Endoscopy_GI
COLONOSCOPY,Endoscopy_GI
COLONOSCOPY (OPD CASE),Endoscopy_GI
COLONOSCOPY (OPTIME30MIN),Endoscopy_GI
COLONOSCOPY + BX,Endoscopy_GI
COLONOSCOPY + CLOSURE ILEOSTOMY,Endoscopy_GI
COLONOSCOPY + EGD,Endoscopy_GI
COLONOSCOPY + FLEXIBLE CYTOSCOPY,Endoscopy_GI
COLONOSCOPY + LIFT,Endoscopy_GI
COLONOSCOPY + POLYPECTOMY,Endoscopy_GI
COLONOSCOPY + TATTOOING,Endoscopy_GI
COLONOSCOPY +- OPEN AR,Endoscopy_GI
COLONOSCOPY +/- EL,Endoscopy_GI
COLONOSCOPY +/- HEMORRHOIDECTOMY,Endoscopy_GI
COLONOSCOPY C BIOPSY,Endoscopy_GI
COLONOSCOPY C BX,Endoscopy_GI
COLONOSCOPY C STENT INSERTION,Endoscopy_GI
COLONOSCOPY FOR TISSUE BIOPSY,Endoscopy_GI
COLONOSCOPY SURVEILLANCE,Endoscopy_GI
COLONOSCOPY WITH BIOPSY,Endoscopy_GI
COLONOSCOPY WITH BIOPSY +/- COLONIC STENTING,Endoscopy_GI
COLONOSCOPY WITH BX,Endoscopy_GI
COLONOSCOPY WITH COLONIC STENT,Endoscopy_GI
COLONOSCOPY WITH DILATE ANASTOMOSIS,Endoscopy_GI
COLONOSCOPY WITH HEMORRHOIDECTOMY,Endoscopy_GI
COLONOSCOPY WITH SUBTOTAL COLECTOMY WITH URETERIC STENT,Endoscopy_GI
COLONOSCOPY WITH TATTOO,Endoscopy_GI
COLONOSCOPY WITH TISSUE BIOPSY,Endoscopy_GI
COLONOSCOPY+EGD,Endoscopy_GI
COLONOSCOPY+LAP AR +/- ILEOSTOMY,Endoscopy_GI
"COLONOSCOPY, EGD + COLONOSCOPY",Endoscopy_GI
"COLONOSCOPY, OTHER ENDOSCOPY OF SMALL INTESTINE",Endoscopy_GI
"COLONOSCOPY, OTHER ENDOSCOPY OF SMALL INTESTINE,",Endoscopy_GI
COLONOSOCPY,สาขา:ลำไส้ใหญ่และทวารหนัก
COLOSTOMY REVISION,สาขา:ลำไส้ใหญ่และทวารหนัก
COMPLETE EXTENDED CHOLECYSTECTOMY,Hepatobiliary
COMPLETE LARYNGECTOMY,ENT
COMPLETE LARYNGECTOMY +/- PMM FLAP RT.,ENT
COMPLETE THYROIDECTOMY,Thyroid_neck
COMPLETE THYROIDECTOMY RT.,Thyroid_neck
COMPLETE TOTAL THYROIDECTOMY,Thyroid_neck
COMPLETION LEFT TOETVA,Thyroid_neck
COMPLETION LT THYROIDECTOMY,Thyroid_neck
COMPLETION LT TRANSAXILLAR THYROIDECTOMY,Thyroid_neck
COMPLETION RIGHT THYROIDECTOMY,Thyroid_neck
COMPLETION RIGHT THYROIDECTOMY WITH BILATERAL CENTRAL NECK DISSECTION,Thyroid_neck
COMPLETION RT THYROIDECTOMY,Thyroid_neck
COMPLETION RT TRANSAXILLARY THYROIDECTOMY,Thyroid_neck
COMPLETION TRANSAXILLA RT. THYROIDECTOMY,Thyroid_neck
COMPLETION TRANSAXILLARY LT THYROIDECTOMY,Thyroid_neck
CONVERT AVF LT. FOREARM,Vascular_access
CORE NEEDLE BIOPSY,Skin_softtissue
CORECTION UPPER EYELID,Blepharoplasty
CORPECTOMY C5 C REMOVE EPIDURAL MASS C ANTERIOR CERVICAL FIXATION C4-6,Spine
CORPECTOMY C5 WITH C4-C6 FUSION,Spine
CORPECTOMY C5-6 WITH TITANIUM MESH CAGE WITH ANTERIOR PLATE SCREW FIXATION,Spine
CORPECTOMY C7-T2 C ANTERIOR P&S FIXATION C STERNOTOMY,Spine
CORRCTION UPPER EYELID,Blepharoplasty
CORRECT GYNECOMASTIA,สาขา:ศัลยกรรมทั่วไป
CORRECT PTOSIS,Blepharoplasty
CORRECT PTOSIS LT EYE,Blepharoplasty
CORRECT U+L EYELID,Blepharoplasty
CORRECTION,Blepharoplasty
CORRECTION CAPSULECTOMY BOTH BREAST,Breast
CORRECTION DEFORNITY+K-WIRE FIXATION,Blepharoplasty
CORRECTION EYELID,Blepharoplasty
CORRECTION LOWER EYELID,Blepharoplasty
CORRECTION NOSE,ENT
CORRECTION OF EYELID,Blepharoplasty
CORRECTION OF EYEYLID,Blepharoplasty
CORRECTION OF UPPER + LOWER EYELID,Blepharoplasty
CORRECTION OF UPPER AND LOWER EYELID,Blepharoplasty
CORRECTION OF UPPER EYELID,Blepharoplasty
CORRECTION PTOSIS,Blepharoplasty
CORRECTION U+L,Blepharoplasty
CORRECTION U+L EYELID,Blepharoplasty
CORRECTION UPPER + LOWER EYELID,Blepharoplasty
CORRECTION UPPER AND LOWER EYELID,Blepharoplasty
CORRECTION UPPER AND LOWER EYELID +MINI FACE LIFT,Blepharoplasty
CORRECTION UPPER EYELID,Blepharoplasty
CORRECTION UPPER EYELID AND FORHEAD LIFTING,Blepharoplasty
CORRECTION UPPER LIP,สาขา:ตกแต่ง
CORRECTION UPPER OF EYELID,Blepharoplasty
CORRECTION UPPER+LOWER EYELID,Blepharoplasty
CORRECTURE EYELID,Blepharoplasty
CORRECTURE LOWER EYE,Blepharoplasty
CORRECTURE OF EYELID,Blepharoplasty
CORRECTURE UPPER EYELID,Blepharoplasty
CORRECTURE UPPER EYELID+BROW LIFT,Blepharoplasty
CORRECTURED UPPER EYELID,Blepharoplasty
COVER STENT,Vascular_interv
CR NASAL BONE,สาขา:ตกแต่ง
CR WITH K-WIRE FIXATION UNDER FLU RT. LITTLE FINGER,Fracture_fixation
CRANIECTOMY C TUMOR REMOVAL,สาขา:ประสาทและสมอง
CRANIECTOMY WITH TUMOR REMOVAL,สาขา:ประสาทและสมอง
CRANIOPLASTY,Neuro_cranial
CRANIOPLASTY C SHUNT,Neuro_cranial
CRANIOPLASTY C VP SHUNT,Neuro_cranial
CRANIOPLASTY UNDER GA,Neuro_cranial
CRANIOTOMY C CLIPPING ANEURYSM RT. PCOM,Neuro_cranial
CRANIOTOMY C CLOT REMOVAL,Neuro_cranial
CRANIOTOMY C TUMOR REMOVAL,Neuro_cranial
CRANIOTOMY C TUMORE REMOVA C CLIPPING RT MCA ANEURYSML,Neuro_cranial
CRANIOTOMY LT OCCIPITAL UNDER NAVIGATER,Neuro_cranial
CRANIOTOMY RT. C REMOVE BLOOD CLOTT,Neuro_cranial
CRANIOTOMY WITH CLIPPING ANEURYSM,Neuro_cranial
CRANIOTOMY WITH CLIPPING ANEUTYSM,Neuro_cranial
CRANIOTOMY WITH CYST FENESTRATIONWITH VP SHUNT,Neuro_cranial
CRANIOTOMY WITH GUIDED BIOPSY UNDER NAVIGATOR,Neuro_cranial
CRANIOTOMY WITH IRRIGATION,Neuro_cranial
CRANIOTOMY WITH OPTIC N. DECOMPRESSION,Neuro_cranial
CRANIOTOMY WITH REMOVE BLOOD CLOT,Neuro_cranial
CRANIOTOMY WITH REPAIRED DURA,Neuro_cranial
CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
CRANIOTOMY WITH TUMOR REMOVAL RT,Neuro_cranial
CROSS K WIRE FIXATION,สาขา:ตกแต่ง
CROSSOVER ANGIOPLASTY,Vascular_interv
CROSSOVER ANGIOPLASTY LT LEG,Vascular_interv
CROSSOVER ANGIOPLASTY OF LT LEG,Vascular_interv
CROSSOVER ANGIOPLASTY OF RT LEG,Vascular_interv
CROSSOVER ANGIOPLASTY OF RT LEG +/- RETROGRADE,Vascular_interv
CROSSOVER ANGIOPLASTY RT LEG,Vascular_interv
CROSSOVER BALLOON ANGIOPLASTY,Vascular_interv
CROSSOVER BALLOON ANGIOPLASTY LT.LEG,Vascular_interv
CRYOABLASION LT BREAST,Breast
CRYOABLASION OF BREAST,Breast
CYSTO,Cystoscopy_URO
CYSTO + DILTATE,Cystoscopy_URO
CYSTO + LT.URS-L + URETERIC DILATION +- FLEXIBLE URS + URETHRAL DIVERTICULAECTOMY ( TRANSVAGINAL),Cystoscopy_URO
CYSTO +- TUR- BT,Cystoscopy_URO
CYSTO +- TUR- BT UNDER IV SEDATION,Cystoscopy_URO
CYSTO +- TUR-BT,Cystoscopy_URO
CYSTO +- TUR-BT UNDER IV SEDATION,Cystoscopy_URO
CYSTO +- TUR-BT UNDER TIVA,Cystoscopy_URO
CYSTO +- TUR-P WITH BT,Cystoscopy_URO
CYSTO CHANGE FOLEY ใช้ GUIDEWIRE,Cystoscopy_URO
CYSTO DILATE S CURGVE,Cystoscopy_URO
CYSTO OFF DJ,Cystoscopy_URO
CYSTO SURVEILLANCE,Cystoscopy_URO
CYSTO SURVILLANCE,Cystoscopy_URO
CYSTO WITH BILAT DJ STENT WITH BILAT RP UNDER FLU,Cystoscopy_URO
CYSTO นอกเวลา,Cystoscopy_URO
CYSTO ใส่ FOLEY,Cystoscopy_URO
CYSTO+DILATE S CURVE,Cystoscopy_URO
CYSTO+OFF JJ STENT,Cystoscopy_URO
CYSTO+TRUS BX,Cystoscopy_URO
CYSTOCCOPE,Cystoscopy_URO
CYSTOCOPE,Cystoscopy_URO
CYSTOCOPY + REMOVE CLOT,Cystoscopy_URO
CYSTOGRAM,Cystoscopy_URO
CYSTOGRAM UNDER LA,Cystoscopy_URO
CYSTOGRAPHY WITH DJ STENT REMOVAL,Cystoscopy_URO
CYSTOLITHOLAPAXY +/- LASER LITHOTRIPXY,Cystoscopy_URO
CYSTOLITHOLAPEXY,Cystoscopy_URO
CYSTOLITHOTOMY,Cystoscopy_URO
CYSTOLITHOTRIPSY,Cystoscopy_URO
CYSTOLITHOTRIPSY WITH RT URSL,Cystoscopy_URO
CYSTOLITHOTRIPSY/TUL,Cystoscopy_URO
CYSTOLITROTRIPSY,Cystoscopy_URO
CYSTOOSCOPE,Cystoscopy_URO
CYSTOSCOPE,Cystoscopy_URO
CYSTOSCOPE (SURVEILLANCE),Cystoscopy_URO
CYSTOSCOPE + BLADDER IRRIGATION,Cystoscopy_URO
CYSTOSCOPE + CLOT REMOVAL,Cystoscopy_URO
CYSTOSCOPE + DILATE URETHRA,Cystoscopy_URO
CYSTOSCOPE + IRRIGATE CLOT,Cystoscopy_URO
CYSTOSCOPE + RP +- DJ STENT,Cystoscopy_URO
CYSTOSCOPE + TRY RETAIN FOLEY +/- CYSTOSTOMY,Cystoscopy_URO
CYSTOSCOPE + วัด RU CYSTOSCOPE,Cystoscopy_URO
CYSTOSCOPE +- BIOSY,Cystoscopy_URO
CYSTOSCOPE +- CYSTOSTOMY,Cystoscopy_URO
CYSTOSCOPE +- FULGURATION,Cystoscopy_URO
