variant,canonical
LT FVC MASS,LT FVC MASS
PREAURICULAR MASS,LT PREAURICULAR MASS
BCCA ON RIGHT HELIX,BCCA ON RIGHT HELIX
LE FORT II FRACTURE WITH LT ZYGOMATIC WITH MANIBLE FRACTURE,LE FORT II FRACTURE WITH LT ZYGOMATIC WITH MANIBLE FRACTURE
RT GROIN MASS,MASS AT RT GROIN
SCAR AT CHIN,SCAR AT CHIN
DEFORMITY OF NOSE,DEFORMITY OF NOSE
L3 4 5 SPONDYLOLITHIASIS,L3 4 5 SPONDYLOLITHIASIS
RUPTURED DISC C4 5,RUPTURED DISC C6 7
METASTATIC BRAIN TUMOR,METASTATIC BRAIN TUMOR
LEFT TEMPORAL GBM,LEFT TEMPORAL GBM
CA BREAST WITH BRAIN METASTASIS,CA BREAST WITH BRAIN METASTASIS
HEMORRHRAGIC STROKE WITH PROLONGED INTUBATION,HEMORRHRAGIC STROKE WITH PROLONGED INTUBATION
INTRADURAL EXTRAMEDULLARY T3 4,INTRADURAL EXTRAMEDULLARY T3 4
RT OTORRHEA CSF LEAKAGE,RT OTORRHEA CSF LEAKAGE
R O CERVICAL METASTASIS C7,R O CERVICAL METASTASIS C7
SKIN LESION AT UPPER EYELID,SKIN LESION AT UPPER EYELID
CARBUNCLE AT SCALP,CARBUNCLE AT SCALP
HEMATURIA C VC,HEMATURIA C VC
URGENCY INCONTINENCE,URGENCY INCONTINENCE
URETERAL STRICTURE S P DJ STENT,RT URETERAL STRICTURE S P DJ STENT
LT STAGHORN STONE,RT STAGHORN STONE
STRICTURE URETHA,URETHRAL STRICTURE
MILD OSA WITH INSOMNIA,MILD OSA WITH INSOMNIA
RECURRENT BILAT ECRS WITH NP,RECURRENT CRS WITH NP BILAT
PROLONG SECRETION,PROLONG SECRETION
RT CHT,RT CHT
FAIL EXTUBATION,FAIL EXTUBATION
RECURRENT BILAT CRS NP,RECURRENT CRS WITH NP BILAT
RT SUBMANDIBULAR MASS,RT SUBMANDIBULAR MASS
CR ITH,CR ITH
CR ITH DNS,CR WITH DNS
PARAPHINMOSIS,PARAPHINMOSIS
BENIGN NEOPLASM OF PENIS,BENIGN NEOPLASM OF PENIS
AUR C BPH,BPH C AUR
BLADDER TUMOR ANTERIOR RT LATERAL WALL,BLADDER TUMOR ANTERIOR RT LATERAL WALL
LARGE SCROTAL MASS,LARGE SCROTAL MASS
CHRONIC DYSPEPSIA RIGHT INGUINAL HERNIA,CHRONIC DYSPEPSIA RIGHT INGUINAL HERNIA
CECAL MASS GALLSTONE,CECAL MASS GALLSTONE
SKIN TAG AT EYELID,SKIN TAG AT EYELID
IMPLANT LEAKAGE,IMPLANT LEAKAGE
S P AMPUTATION LT LEG,S P AMPUTATION LT LEG
BRACIAL CLEFT CYST,BRANCHIAL CLEFT CYST
BILATERAL CLEFT LIP,BILATERAL CLEFT LIP
NEAR AMPUTATION LT 4TH FINGER,NEAR AMPUTATION LT 4TH FINGER
ADJUST SKIN LESION LT EYE,ADJUST SKIN LESION LT EYE
BUGGY LOWER EYELID,BUGGY LOWER EYELID
SCAR ON NOSE,SCAR ON NOSE
CORN LT FOOT,CORN LT FOOT
ESRD LT BB R O OUTFLOW STENOSIS,ESRD LT BB R O OUTFLOW STENOSIS
DDKT S P REDOIMPLANT URETER,DDKT S P REDOIMPLANT URETER
LT HYDRONEPHROSIS WITH UC WITH URETHRAL DIVERTICULUM,LT HYDRONEPHROSIS WITH UC WITH URETHRAL DIVERTICULUM
URETHRAL STRICTURE URINARY INCONTINENCE,URETHRAL STRICTURE URINARY INCONTINENCE
BPH C BILAT HYDRONEPHROSIS,BPH C BILAT HYDRONEPHROSIS
HIGH PSA 65,HIGH PSA 65
CA RT URETER S P NUBCE,CA RT URETER S P NUBCE
POSTHITIS REDUNDANT PREPUCE,POSTHITIS WITH REDUNDANT PREPUCE
SUBACUTE LT SDH,SUBACUTE LT SDH
CLIVAL MASS R O CHORDOMA,CLIVAL MASS R O CHORDOMA
SDH AT RT FRONTOTEMPOROPARIETAL,SDH AT RT FRONTOTEMPOROPARIETAL
LT THALAMIC HEMORRHAGE WITH IVH WITH HYDROCEPHALUS,LT THALAMIC HEMORRHAGE WITH IVH WITH HYDROCEPHALUS
LEFT CHRONIC SDH,LEFT CHRONIC SDH
SDH RT FTP WITH PROLONG INTUBATION,SDH RT FTP WITH PROLONG INTUBATION
CA BLADDDER S P RT,CA BLADDDER S P RT
R O JUXTAANASTOMOSIS STENOSIS,R O ANASTOMOSIS STENOSIS
RML NODULE,RUL NODULE
BHC DYSPHAGIA,BHC DYSPHAGIA
RT BREAST MASS R12,RT BREAST MASS R9
LT BRASET INVASIVE CANCER,LT BRASET INVASIVE CANCER
LOWER RECTUM CANCER,CA LOWER RECTUM
SURVEILLANCE MALIGNANT POLYP,SURVEILLANCE MALIGNANT POLYP
PILONIDAL,PILONIDAL
CA REGTOSIGMOID S P LAR WITH SIDMOID COLOSTOMY,CA REGTOSIGMOID S P LAR WITH SIDMOID COLOSTOMY
GIANT AVF RT UPPERARM,GIANT AVF RT UPPERARM
PANCREATIC TAIL TUMOR,PANCREATIC TAIL TUMOR
GIANT AVF RT FOREARM,GIANT AVF RT FOREARM
TROMBOSE AVBG LT UPPERARM,THROMBOSE AVBG LT UPPERARM
SKIN LESION RT FOREARM,SKIN LESION RT FOREARM
OTUFLOW STENOSIS LT,LT OUTFLOW STENOSIS
ESRD CRBSI,ESRD CRBSI
C SPONDYLOSIS C3 7,C3 4 5 SPONDYLOSIS
COMPRESSION FRACTURE L3 S P PDS FIXATION L4 5,COMPRESSION FRACTURE L3 S P PDS FIXATION L4 5
PROLONG ETT C HYDROCEPHALUS,PROLONG ETT C HYDROCEPHALUS
T2 COMPRESSION FX,COMPRESSION FX L3
PARASAGITAL MENINGIOMA,LT PARASAGGITAL MENINGIOMA
PETROUS MENINGIOMA,LT PETROUS MENINGIOMA
S P AVF RT WRIST WITH ANEURYSM,S P AVF RT WRIST WITH ANEURYSM
CHEMOPORT OCCLUSION,CHEMOPORT OCCLUSION
SWING VEINS STENOSIS,SWING VEIN STENOSIS
ESRD WITH RT BASILIC VEIN STENOSIS,ESRD WITH RT BASILIC VEIN STENOSIS
AVBG LT FOREARM,AVBG LT FOREARM
INFECTED AVBG LEFT UPPER ARM,INFECTED AVBG LT UPPER ARM
R O INSTENT STENOSIS AT LT INNOMINATE,R O INSTENT STENOSIS AT LT INNOMINATE
THROMBOSED AVF LEFT WRIST,THROMBOSED AVF LT WRIST
ESRD WITH RT OUTFLOW STENOSIS,ESRD WITH OUTFLOW STENOSIS
OUTFLOW STENOSIS HX THROMBOPHLEBLITIS,OUTFLOW STENOSIS HX THROMBOPHLEBLITIS
MASS AT RT SHOULDER,MASS AT SHOULDER
PANCREATIC TAIL CYSTIC LESION,PANCREATIC TAIL CYSTIC LESION
RT BGH IVH,RT BGH IVH
COMPRESSION FX L1 S P SCREW FIXATION,COMPRESSION FX L1 S P SCREW FIXATION
L45 S1 SPONDYLOSIS,L4 S1 SPONDYLOSIS
SINONASAL SCC C FRONTAL BASE EXTENSION C OPTIC NERVE COMPRESSION,SINONASAL SCC C FRONTAL BASE EXTENSION C OPTIC NERVE COMPRESSION
RIGHT VESTIBULAR SCHWANNOMA,LT VESTIBULAR SCHWANNOMA
MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED PARTS OF TONGUE,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED PARTS OF TONGUE UNSPECIFIED
TB LYMPH NODE LT,TB LYMPH NODE LT
STROKE NOT SPECIFIED AS HAEMORRHAGE OR INFARCTION,STROKE NOT SPECIFIED AS HAEMORRHAGE OR INFARCTION
LUDWIG ANGINA,LUDWIG ANGINA
L3 INTRADURAL MASS C L5 S1 SPONDYLOSIS,L3 INTRADURAL MASS C L5 S1 SPONDYLOSIS
C SPONDYLOSIS C5 7,C SPONDYLOSIS C5 7
EPIDURAL ABSCESS AT L4 5,EPIDURAL ABSCESS AT L4 5
SAH C MENINGITIS,SAH C MENINGITIS
OTHER SPECIFIED INTERVERTEBRAL DISC DISPLACEMENT,OTHER SPECIFIED INTERVERTEBRAL DISC DISPLACEMENT
GROSS HEMATURIA DDX RADIATION CYSTITIS BLADDER INVASION,GROSS HEMATURIA DDX RADIATION CYSTITIS BLADDER INVASION
CA BLADDER RECURRENT AT INDENTATION PART OF PROSTATE,CA BLADDER RECURRENT AT INDENTATION PART OF PROSTATE
SDH,SDH
FB LT EAR,FB LT EAR
AR,AR
MALIGNANT NEOPLASM OF PALATE SOFT PALATE,MALIGNANT NEOPLASM OF PALATE SOFT PALATE
LYMPHAGIOMA AT NECK,LYMPHAGIOMA AT NECK
ATTIC CHOLESTEATOMA LT,LT ATTIC CHOLESTEATOMY
RECURRENT NP,RECURRENT NP
BENIGN NEOPLASM OF OTHER MAJOR SALIVARY GLANDS,BENIGN NEOPLASM OF OTHER MAJOR SALIVARY GLANDS
RHINITIS,RHINITIS
PARTIAL FX S P ORIF PAS ARCH BAR IMF,PARTIAL FX S P ORIF PAS ARCH BAR IMF
MALIFNANT NEOPLASM OF SKIN OF SCALP,MALIFNANT NEOPLASM OF SKIN OF SCALP
CFX RT MAXILLARY AND ZYGOMA,CFX RT MAXILLARY AND ZYGOMA
SEBACEOUS CYST RT CHEEK,SEBACEOUS CYST RT CHEEK
ASYMMETRY ALAR AND NOSTRITIS,ASYMMETRY ALAR AND NOSTRITIS
INTERNAL AND EXTERNAL HEMORRHOID,INTERNAL AND EXTERNAL HEMORRHOID
HORSESHOE ABSCESS,HORSESHOE ABSCESS
LATERAL SPREADING TUMOR AT CECUM,LATERAL SPREADING TUMOR AT CECUM
SEBK,SEBK
MASS AT SUBMENTAL,MASS AT SUBMENTAL
FRACTURE LEFT PROXIMAL PHALANX OF RING FINGER,FRACTURE LEFT PROXIMAL PHALANX OF RING FINGER
MALIGNANT NEOLPASM OR CONNECTIVE AND SOFT TISSUE UNSPECIFIED,MALIGNANT NEOLPASM OR CONNECTIVE AND SOFT TISSUE UNSPECIFIED
INGROW NAIL BIG TOE,INGROW NAIL BIG TOE
RT DIH LT HYDROCELE,RT DIH LT HYDROCELE
RETAIED RT DJ STENT,RETAIED RT DJ STENT
LT URETERAL STRICTURE S P DJ STENT,RT URETERAL STRICTURE S P DJ STENT
CA BLADDER S P TUR BT 62,CA BLADDER S P TUR BT
CA PROSTATE HEMATURIA,CA PROSTATE HEMATURIA
ESRD WITH BILATERAL RC,ESRD WITH BILATERAL RC
STONE ENCRUSTATION OF RT RESIDUAL DJ STENT,STONE ENCRUSTATION OF RT RESIDUAL DJ STENT
S P ORCHIDECTOMY WITH COLLECTION,S P ORCHIDECTOMY WITH COLLECTION
PSEUDOANUERYSM LEFT BRACHIAL ARTERY,PSEUDOANUERYSM LEFT BRACHIAL ARTERY
ESRD WITH MALPOSITION TCC RT FV,ESRD WITH MALPOSITION TCC
CVI C4,CVI C4B
PARAFFINOMA PENIS,PARAFFINOMA PENIS
BLADDER MUCOSA MASS C RECURRENT UTI,BLADDER MUCOSA MASS C RECURRENT UTI
LYMPHOMA WITH LT URETERAL OBSTRUCTION,LYMPHOMA WITH LT URETERAL OBSTRUCTION
DIFFICULT FOLEY CATHETER,DIFFICULT FOLEY CATHETER
LT DISTAL UC C ATROPHIC LT KIDNEY,LT DISTAL UC C ATROPHIC LT KIDNEY
LT UC POOR FUNCTION KIDNEY,LT UC POOR FUNCTION KIDNEY
R O COLONIC MASS,R O COLONIC MASS
LOCALLY ADVANCE CA SIGMOID WITH BLADDER INVASION,LOCALLY ADVANCE CA SIGMOID WITH BLADDER INVASION
BOWEL CHABIT CHANGE,BOWEL HABITCHANGE
SIGMOID VOLVULUS S P SIGMOIDECTOMY C LOOP ILIOSTOMY,SIGMOID VOLVULUS S P SIGMOIDECTOMY C LOOP ILIOSTOMY
CAF SUBCUTANEOUS FIA,CAF SUBCUTANEOUS FIA
FOURNIER GANGRENE,FOURNIERE GANGRENE
GI HAEMORRHAGE,GI HAEMORRHAGE
PYOMYOSITIS LEFT LEG,PYOMYOSITIS LEFT LEG
CA SIGMOID COLON WITH COLOVESICLE FISTULA,CA SIGMOID WWITH COLOVESICAL FISTULA
CA STOMACH PYLORIC,CA STOMACH PYLORIC
FIA S P SETON DRAINAGE,FIA S P SETON DRAINAGE
CA SIGMOID WITH STATUS DLC,CA SIGMOID WITH STATUS DLC
POLYPOSIS COLI ASCENDING COLON,POLYPOSIS COLI ASCENDING COLON
CA CORPUS WITH CARCINOMATOSIS PERITONII,CA CORPUS WITH CARCINOMATOSIS PERITONII
CA DESCENDING COLON WITH CA LOWER RECTUM S P LAP LAR C LGIH,CA DESCENDING COLON WITH CA LOWER RECTUM S P LAP LAR C LGIH
RESTENOSIS AT JUXTAANASTOMOSIS LT FOREARM,RESTENOSIS AT JUXTAANASTOMOSIS LT FOREARM
JUXTA ANASTOMOSIS STENOSIS RT,JUXTA ANASTOMOSIS STENOSIS
PAU OF INFRARENAL AORTA,PAU OF INFRARENAL AORTA
THROMBOSE AVF LT FOREARM,THROMBOSED AVBG LT FOREARM
CLTI RT FOOT S P FOREFOOT AMPUTATION,CLTI RT FOOT S P FOREFOOT AMPUTATION
IMPENDING RUPTURED AVF RT CUBITAL,IMPENDING RUPTURED AVF RT CUBITAL
GIANT ANEURYSM LT AVF,GIANT ANEURYSM LT AVF
CLTI BOTH LEGS,CVI BOTH LEGS
R O LYMPHOMA AT T SPINE WITH CORD COMPRESSION,R O LYMPHOMA AT T SPINE WITH CORD COMPRESSION
RT OCCIPITAL TUMOR,RT OCCIPITAL TUMOR
COMPRESSION FRACTURE C5 VERTEBRAL BODY,COMPRESSION FRACTURE C5 VERTEBRAL BODY
RUPTURE DISC C5 6 LEVEL,RUPTURE DISC C5 6 LEVEL
LEFT INFLOW OUTFLOW STENOSIS,INFLOW OUTFLOW STENOSIS
SWING VEIN STENOSIS LT FOREARM,SWING VEIN STENOSIS LT FOREARM
GIANT AVF RT ARM WITH SKIN NECROSIS,GIANT AVF WITH SKIN NECROSIS
AORTOILIAC OCCLUSIVE DISEASE,AORTOILIAC OCCLUSIVE DISEASE
CHRONIC LT PLEURAL EFFUSION,CHRONIC LT PLEURAL EFFUSION
BILATRRAL SPONTANEOUS PNEUMOTHORAX,BILATRRAL SPONTANEOUS PNEUMOTHORAX
OCULAR MG,OCULAR MG
LLL NODULE,LUL NODULE
PERIAMPULLARY CA,PERIAMPULLARY CA
CHOLEDOCHAL CYST IV,CHOLEDOCHAL CYST IV
REDUNDANT PREPUCE PHIMOSIS AND PARAPHIMOSIS UNDESCENDED TESTICLE UNILATERAL,REDUNDANT PREPUCE PHIMOSIS AND PARAPHIMOSIS UNDESCENDED TESTICLE UNILATERAL
LT ULNAR ARTERY INJURY,LT ULNAR ARTERY INJURY
ICH LEFT PARIETAL,ICH LEFT PARIETAL
BILAT ECRS WITH NP,BILAT CRS WITH NP
CHT WITH CHRONIC RHINITIS,CHT WITH CHRONIC RHINITIS
BILATERAL NECK MASS WITH RT PERITONSILLAR MASS WITH BILATERAL NASAL POLYPS S P TRACHEOSTOMY,BILATERAL NECK MASS WITH RT PERITONSILLAR MASS WITH BILATERAL NASAL POLYPS S P TRACHEOSTOMY
RIGHT CA BREAST S P MICRODOCHECTOMY,RIGHT CA BREAST S P MICRODOCHECTOMY
GENDER IDENTITY DISORDERS OTHER GENDER IDENTITY DISORDERS,GENDER IDENTITY DISORDERS OTHER GENDER IDENTITY DISORDERS
GB POLYP 1 2CM,GB POLYP >1CM
MASS AT SCAPULA,MASS AT SCAPULA
CARCINOMA IN SITU OF BREAST UNSPECIFIED,CARCINOMA IN SITU OF BREAST UNSPECIFIED
BRCA POSITIVE,BRCA POSITIVE
WET GANGRENE LT 4TH 5TH TOE,WET GANGRENE LT 4TH 5TH TOE
CA SIGMOID WITH HX OS NECROSIS S P EL WITH TOTAL COLECTOMY,CA SIGMOID WITH HX OS NECROSIS S P EL WITH TOTAL COLECTOMY
L2 3 DISC HERNIATION,L2 3 DISC HERNIATION
L5 S1 SPINAL STENOSIS,SPINAL STENOSIS L3 S1
LT SDH,LT SDH
RT THALAMIC HEMORRHAGE WITH IVH,RT THALAMIC HEMORRHAGE WITH IVH
LEFT CEREBELLOPONTINE MASS,LEFT CEREBELLOPONTINE MASS
C3 4 5 6 SPONDYLOSIS,C3 4 5 SPONDYLOSIS
CSM C4 5 C5 6,CSM C4 5 C5 6
RUPTURE DISC C3 4,RUPTURE DISC C3 4
C34567 SPONDYLOSIS,C4567 SPONDYLOSIS
RT FRONTOPARIETAL SKULL ANGIOSARCOMA,RT FRONTOPARIETAL SKULL ANGIOSARCOMA
LEFT L 4 NERVE SHEATH TUMOR,LEFT L 4 NERVE SHEATH TUMOR
COMPRESSION FRACTURE T10,COMPRESSION FRACTURE L1
C 345 SPONDYLOSIS,C3 4 5 SPONDYLOSIS
ADVANCE STAGE RECTAL CANCER C OBSTRUCTION,ADVANCE STAGE RECTAL CANCER C OBSTRUCTION
INFECTED AVBG LT UPPER ARM S P PARTIAL REMOVE จากรพ อื่น,INFECTED AVBG LT UPPER ARM S P PARTIAL REMOVE จากรพ อื่น
CRANIOFACIAL HYPERHIDROSIS,CRANIOFACIAL HYPERHIDROSIS
LEFT OCCIPITAL AVM,LEFT OCCIPITAL AVM
BRAIN TUMOR RT SIDE,BRAIN TUMOR RT SIDE
BRAIN METASTASIS,BRAIN METASTASIS
SPINAL METASTASIS T8 LEVEL,SPINAL METASTASIS T8 LEVEL
BPH WITH RETENTION,BPH WITH RETENTION
PARAFINOMA S P EXCISION,PARAFINOMA S P EXCISION
RT POST EPISTAXIS S P PACKING RT,RT POST EPISTAXIS S P PACKING RT
LT SPHENOID SINUSITIS,LT SPHENOID SINUSITIS
MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS OVERLAPPING LESION OF MAJOR SALIVARY GLANDS,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS OVERLAPPING LESION OF MAJOR SALIVARY GLANDS
EPIDERMAL CYST AT BACK,EPIDERMAL CYST AT BACK
FX 4 MCB LEFT,FX 4 MCB LEFT
MASS LT HAND,MASS LT HAND
FB AT RIGHT MIDDLE FINGER,FB AT RIGHT MIDDLE FINGER
SQUAMOUS CELL CARCINOMA AT SCALP S P WE C SCALP FLAP 8 8 67,SQUAMOUS CELL CARCINOMA AT SCALP S P WE C SCALP FLAP 8 8 67
WOUND AT FOOT,WOUND AT LT FOOT
LOW PROFIL NOSE,LOW PROFILE NOSE
SILICONE AT BOTH BREAST,SILICONE AT BOTH BREAST
CFX RT SHAFT OF METACARPAL BONE,CFX RT SHAFT OF METACARPAL BONE
RUPTURE DISC T10 T11,RUPTURE DISC T10 T11
TRIGERMINAL NEURALGIA,LT TRIGEMINAL NEURALGIA
ANEMIA HCT 36>29 3,ANEMIA HCT 36>29 3
ADVANCED STAGE CA RECTOSIGMOID C LUNG AND LIVER METASTASIS,ADVANCED STAGE CA RECTOSIGMOID C LUNG AND LIVER METASTASIS
CA SIGMOID GS,CA SIGMOID GS
CFX PROXIMAL PHALANGE LT LITTLE FINGER,CFX PROXIMAL PHALANGE LT LITTLE FINGER
RT NASAL ALAR DEFECT,RT NASAL ALAR DEFECT
PAN FACIAL FX S P ORIF C PS BILAT INFRAORBIAL AND NASOMAXILLARY BUTTRESS PLATE BILAT ORBITAL WALL RECONSTRUCTION C 3D MESH CR NASAL BONE DB AND FTSG AT LT ALAR COLLUMELLA SUTURE 16 8 67,PAN FACIAL FX S P ORIF C PS BILAT INFRAORBIAL AND NASOMAXILLARY BUTTRESS PLATE BILAT ORBITAL WALL RECONSTRUCTION C 3D MESH CR NASAL BONE DB AND FTSG AT LT ALAR COLLUMELLA SUTURE 16 8 67
CONTRACTURE BREAST,CONTRACTURE BREAST
CHRONIC ULCER RT FOOT,CHRONIC ULCER RT FOOT
PAN FACIAL FX,PAN FACIAL FX
ENTROPION,ENTROPION
CTLI RIGHT FOOT S P MID FOOT AMPUTATION,CTLI RIGHT FOOT S P MID FOOT AMPUTATION
DIFFICULT URETHRAL CATHETERIZATION,DIFFICULT URETHRAL CATHETERIZATION
HIGH PSA 105,HIGH PSA 10 2
LT RENAL AML,LT RENAL AML
CA BLADDER CA PROSTATE,CA BLADDER C CA PROSTATE
BENIGN URETER TUMOR,BENIGN URETERIC TUMOR LT
ESRD S P LT AVF WITH CALCIFIED RADIAL A,ESRD S P LT AVF WITH CALCIFIED RADIAL A
CLTI BOTH LEG,CLTI BOTH LEG
CLTI BELOW KNEE LESION RT LEG,CLTI BELOW KNEE LESION RT LEG
R O CA PENIS,R O CA PENIS
SEVERE PHIMOSIS,SEVERE PHIMOSIS
WEAK URINARY STREAMING,WEAK URINARY STREAMING
BILAT UC S P BILAT URSL C DJ STENT,BILAT UC S P BILAT URSL C DJ STENT
BILATERAL VARICOCELE,BILATERAL VARICOCELE
CA BLADDER S P RT,CA BLADDDER S P RT
DIFFICULT CATH,DIFFICULT CATH
BULLOUS LESION AT TRIGONE,BULLOUS LESION AT TRIGONE
POST TRAUMA URETHROPLASTY WITH STRICTURE URETHRA WITH URETHRAL STONES,POST TRAUMA URETHROPLASTY WITH STRICTURE URETHRA WITH URETHRAL STONES
SINGLE RT KIDNEY WITH RC,SINGLE RT KIDNEY WITH RC
KELOID C OMPHALITIS,KELOID C OMPHALITIS
INTERNAL HEMORRHOID GRADE III,INTERNAL HEMORRHOID GR III
ABDOMINAL BOATING,ABDOMINAL BOATING
INTERNAL HAEMORRHOID GR III,INTERNAL HEMORRHOID GR III
HEMORRHOID GRADE II AT 7 11 O'CLOCK,HAEMORRHOID GRADE III AT 11 OCLOCK
CEPHALIC VEIN OCCLUSION,CEPHALIC VEIN OCCLUSION
CEPHALIC ARCH STENOSIS CENTRAL VEIN STENOSIS,CEPHALIC ARCH STENOSIS CENTRAL VEIN STENOSIS
ESRD WITH AVBG THROMBOSIS,ESRD WITH AVBG THROMBOSIS
ABSCESS AT LT 1ST TOE,ABSCESS AT LT 1ST TOE
DISTAL CBD STONES,DISTAL CBD STONES
SMALLBOWEL PERFORATION S P RESECTION WITH END TO END ANASTOMOSIS,SMALLBOWEL PERFORATION S P RESECTION WITH END TO END ANASTOMOSIS
RUPTURE APPENDICITIS S P APPENDECTOMY,RUPTURED APPENDICITIS S P OPEN APPENDECTOMY
ABDOMINAL PAIN GALL STONE,ABDOMINAL PAIN GALL STONE
MALIGNANT NEOPLASM OF COLON TRANSVERSE COLON,MALIGNANT NEOPLASM OF COLON TRANSVERSE COLON
CLI AND INFECTED WOUND RT FOOT,CLI AND INFECTED WOUND RT FOOT
VENOUS ULCER LT ARM,VENOUS ULCER LT ARM
CLTI AT LT LEG C INFECTED DM FOOT,CLTI AT LT LEG C INFECTED DM FOOT
LT CEPHALIC ARCH STENOSIS S P PTA,CEPHALIC ARCH STENOSIS S P PTA
PARARENAL AORTIC ANEURYSM,PARARENAL AORTIC ANEURYSM
LT EPIDURAL HEMATOMA,LT EPIDURAL HEMATOMA
ESRD S P AVF LT CUBITA,ESRD S P AVF LT CUBITAL
LT INNOMIBNATE V STENOSIS S P STENT,LT INNOMIBNATE V STENOSIS S P STENT
ESRD C CENTRAL V STENOSIS,ESRD C CENTRAL V STENOSIS
ESRD C ULCER AT LT AVF,ESRD C ULCER AT LT AVF
TB LUNG AND PLEURAL,TB LUNG AND PLEURAL
HCC S5 6 GB POLYP,HCC S5 6 GB POLYP
PDAC TAIL OF PANCREAS,PDAC TAIL OF PANCREAS
SPN TAIL OF PANCREAS,SPN TAIL OF PANCREAS
SUBSIDE CHOLANGITIS S P ERCP*2,SUBSIDE CHOLANGITIS S P ERCP
PUP GASTROCUTANEOUS FISTULA S P DISTAL GASTRECTOMY GJ JJ FEEDING JEJUNOSTOMY,PUP GASTROCUTANEOUS FISTULA S P DISTAL GASTRECTOMY GJ JJ FEEDING JEJUNOSTOMY
MASS AT SUPRAPUBIC 1 LESION LT BUTTOCK 2 LESION,MASS AT SUPRAPUBIC 1 LESION LT BUTTOCK 2 LESION
POLYP OF COLON,POLYP OF COLON
RUPTURED APPENDICITIS,RUPTURED APPENDICITIS
ABDOMINAL WALL COLLECTION R O EC FISTULA,ABDOMINAL WALL COLLECTION R O EC FISTULA
CA SIGMOILD,CA SIGMOID
CA PAROTID LT,CA PAROTID LT
INVERTED PAIPLLOMA,INVERTED PAPILLOMA
RT BREAST CANCER WITH AXILLARY METASTASIS S P NEOADJUVANT CHEMOTHERAPY,RT BREAST CANCER WITH AXILLARY METASTASIS S P NEOADJUVANT CHEMOTHERAPY
PUP WITH GASTROCUTANEOUS FISTULA S P ANTRECTOMY WITH GJ AND JJ AND FEEDING JEJUNOSTOMY,PUP WITH GASTROCUTANEOUS FISTULA S P ANTRECTOMY WITH GJ AND JJ AND FEEDING JEJUNOSTOMY
RT BREAST MASS RT UPPERARM,RT BREAST MASS RT UPPERARM
MASS AT POSTERIOR LT THIGH,MASS AT POSTERIOR LT THIGH
MASS AT UPPER BACK,MASS AT UPPER BACK
DIFFUSE LYMPHADENOPATHY,DIFFUSE LYMPHADENOPATHY
RIGHT INTRATHYROIDAL PARATHYROID HYPERPLASIA,RIGHT INTRATHYROIDAL PARATHYROID HYPERPLASIA
PUP S P DISTAL GASTRECTOMY WITH GJ JJ FEEDING JEJUNOSTOMY,PUP S P DISTAL GASTRECTOMY WITH GJ JJ FEEDING JEJUNOSTOMY
RT BREAST MASS AT R11,RT BREAST MASS AT R6
BLOODY NIPPLE DISCHARGE OF BOTH BREAST,BLOODY NIPPLE DISCHARGE OF BOTH BREAST
DCIS OF LT BREAST,DCIS OF LEFT BREAST
PHLEGMON,PHLEGMON
PUP S P ANTRECTOMY C GJ JJ FEEDING JEJUNOSTOMY,PUP S P ANTRECTOMY C GJ JJ FEEDING JEJUNOSTOMY
BILATERAL CHRONIC SDH PROLONG INTUBATION,BILATERAL CHRONIC SDH PROLONG INTUBATION
MYXOFIBROSARCOMA AT RT SHOULDER,MYXOFIBROSARCOMA AT RT SHOULDER
OSTEOCHONDROMA,OSTEOCHONDROMA
MASS AT SHOULDER AND NECK,MASS AT SHOULDER AND NECK
RECURRENT T3 4 MENINGIOMA,RECURRENT T3 4 MENINGIOMA
POST CRANIECTOMY,POST CRANIECTOMY
PINEAL TUMOR,PINEAL TUMOR
C4 5 C7 T1 SPINAL CORD COMPRESSION,C4 5 C7 T1 SPINAL CORD COMPRESSION
RUPTURED DISC L 4 5,RUPTURED DISC L3 4
SCHWANNOMA,SCHWANNOMA
L3 4 5 SPINAL STENOSIS SSPONDYLOLITHESIS,L3 4 5 SPINAL STENOSIS SSPONDYLOLITHESIS
L3 5 SPONDYLOLITHESIS,L4 5 SPONDYLOLISTHESIS
T12 COMPRESSION FRACTURE,COMPRESSION FRACTURE L1
LEFT PETROUS MENINGIOMA,LT PETROUS MENINGIOMA
CEREBELLAR HEMORRHAGE,CEREBELLAR HEMORRHAGE
ADVANCED STAGE CA BREAST C MULTIPLE BRAIN METASTASIS C HYDROCEPHALUS,ADVANCED STAGE CA BREAST C MULTIPLE BRAIN METASTASIS C HYDROCEPHALUS
ADH ITH,ADH ITH
REFREACTORY AUR S P REZUM,REFREACTORY AUR S P REZUM
LT DISTAL UC 6MM,LT DISTAL UC 6MM
HIGH PSA 99,HIGH PSA 99
SPHENOID SINUSITIS,LT SPHENOID SINUSITIS
LT FUNGAL SINUSUTIS,LT FUNGAL SINUSUTIS
SLEEP DISORDER WITH ATH,SLEEP DISORDER WITH ATH
MUCOCELE AT LOWER LIP,MUCOCELE AT LOWER LIP
FUNGAL BALL LT MAX SINUSITIS,FUNGAL BALL LT MAX SINUSITIS
