variant,canonical
LAPAROSCOPIC LAR DLC,LAPAROSCOPIC LAR DLC LC
LAP SUBTOTAL COLECTOMY RECTOPLEXY,LAP SUBTOTAL COLECTOMY RECTOPLEXY
ANEURYSMECTOMY WITH TCC RT IJV HEMOFLOW,ANEURYSMECTOMY TCC LT IJV HEMOFLOW
REMOVE AVBG WITH TCC RT IJV PALINDROME,REMOVE AVBG WITH TCC RT IJV PALINDROME
INSERTION OF ENDOTRACHEAL TUBE,INSERTION OF ENDOTRACHEAL TUBE
ENBLOC RESECTION GASTRIC GIST FEEDING JEJUNOSTOMY,ENBLOC RESECTION GASTRIC GIST FEEDING JEJUNOSTOMY
COLONO ถึงแค่ LESION,COLONO ถึงแค่ LESION
OPEN DISTAL PANCREATECOMY WITH SPLENIC PRESERVATION WITH EGD,OPEN DISTAL PANCREATECOMY WITH SPLENIC PRESERVATION WITH EGD
FROZEN SECTION RIGHT LN WITH MRND,FROZEN SECTION RIGHT LN WITH MRND
SUTURE WOUND AT INCISION SITE,SUTURE WOUND AT INCISION SITE
COLONOSCOPY C BIOPSY,COLONOSCOPY C BIOPSY
LC APPENDECTOMY,LAP APPENDECTOMY
EL C EN BLOC RESECTION,EL C EN BLOC RESECTION
BILE DUCT RESECTION WITH ROUX EN Y HEPATICOJEJUNOSTOMY LN RESECTION,BILE DUCT RESECTION WITH ROUX EN Y HEPATICOJEJUNOSTOMY LN RESECTION
EXCISIONAL DB DRESSING WOUND,EXCISIONAL DB DRESSING WOUND
LC EGD FOR REMOVE STENT,LC EGD REMOVE STENT
STEREOTACTIC WIRE LOCALIZATION OF RIGHT BREAST,STEREOTACTIC WIRE LOCALIZATION OF RIGHT BREAST
EXCISION OF LEFT BREAST,WIDE EXCISION OF LEFT BREAST
BILATERAL SKIN SPARING MASTECTOMY WITH IMPLANTATION REDUCTION MASTECTOMY TECHNIQUE,BILATERAL SKIN SPARING MASTECTOMY WITH IMPLANTATION REDUCTION MASTECTOMY TECHNIQUE
RT BCT C ALND,RT BCT C ALND
RIGHT CRANIECTOMY WITH REMOVE TUMOR,RIGHT CRANIECTOMY WITH REMOVE TUMOR
ACDF C5 7 C6 7 WITH ANTERIOR PLATE SCREW FIXATION,ACDF C56 WITH ANTERIOR PLATE AND SCREW FIXATION
TRANSSPHENOID APPROACH C TUMOUR REMOVAL,RE TRANSSPHENOID APPROACH C TUMOR REMOVAL
ACDF C5 6 WITH ANTERIOR PLATE SCREW FIXATION,ACDF C56 WITH ANTERIOR PLATE AND SCREW FIXATION
L4 S1 LAMINECTOMY PDS FIXATION,L4 S1 LAMINECTOMY PDS FIXATION
L2 3 LAMINECTOMY WITH L2 5 PDS FIXATION,LAMINECTOMY WITH PDS FIXATION L4 5
FRONTAL CRANIECTOMY C TUMOR REMOVAL C CRANIOPLASTY,FRONTAL CRANIECTOMY C TUMOR REMOVAL C CRANIOPLASTY
PARTIAL GLOSSECTOMY LT C LT SND 1 3 C PRIMARY CLOSURE,PARTIAL GLOSSECTOMY LT C LT SND 1 3 C PRIMARY CLOSURE
FESS,FESS
TRACHEOSTOMY C DL BX GA,TRACHEOSTOMY C DL BX GA
CERVICAL LN EXCISION UNDER LA,CERVICAL LN EXCISION UNDER LA
FACIAL NERVE EXPORATION RT,FACIAL NERVE EXPORATION RT
DEBRIDEMENT WITH FLAP,DEBRIDEMENT WITH FLAP
DEBRIDEMENT STSG RT FOOT,DEBRIDEMENT STSG AT RT FOOT
WIDE EXCISION LEFT HEEL C DELAY RECONSTRUCTION C COMPLETE LEFT GROIN NODE DISSECTION,WIDE EXCISION LEFT HEEL C DELAY RECONSTRUCTION C COMPLETE LEFT GROIN NODE DISSECTION
CYSTOSCOPE C TUF,CYSTOSCOPE C TUF
RT V P SHUNT OFF EVD,RT VP SHUNT OFF EVD
BIFRONTAL CRANIOTOMY WITH REMOVE TUMOR,BIFRONTAL CRANIOTOMY WITH TUMOR REMOVAL
MICROSCOPIC ENDONASAL TRANSPHENOID APPROACH WITH TUMOR REMOVAL,ENDOSCOPIC ENDONASAL TRANSSPHENOID APPROACH WITH TUMOR REMOVAL
LT BURR HOLE C IRRIGATION,LT BURRHOLE C IRRIGATION
LAMINECTOMY C5 C SPINAL CORD DECOMPRESSION C POSTERIOR CERVICAL FIXATION,LAMINECTOMY C5 C SPINAL CORD DECOMPRESSION C POSTERIOR CERVICAL FIXATION
LAMINECTOMY L3 4 4 5 C DECOMPRESSIVE C TRANSPEDICULAR SCREW,LAMINECTOMY L3 4 4 5 C DECOMPRESSIVE C TRANSPEDICULAR SCREW
LAMINECTOMY T10 11 WITH RELEASE LIGAMENTUM FLAVUM WITH TPS L4 5 WITH DECOMPRESSION,LAMINECTOMY T10 11 WITH RELEASE LIGAMENTUM FLAVUM WITH TPS L4 5 WITH DECOMPRESSION
CRANIOTOMY C CLIPPING ANEURYSM RT PCOM,CRANIOTOMY C CLIPPING ANEURYSM RT PCOM
DEBRIDEMENT STSG LT LEG,DEBRIDEMENT STSG LT LEG
MEATOTMY WITH CYSTOSCOPE,MEATOTMY WITH CYSTOSCOPE
URS BILAT C LITHOTRIPSY,URS BILAT C LITHOTRIPSY
CYSTO WITH BILAT DJ STENT WITH BILAT RP UNDER FLU,CYSTO WITH BILAT DJ STENT WITH BILAT RP UNDER FLU
CA CERVIX ADVANCE STAGE C AKI C GROOS HEMATURIA C OBSTRUCTIVE UROPATHY,CA CERVIX ADVANCE STAGE C AKI C GROOS HEMATURIA C OBSTRUCTIVE UROPATHY
FLEXIBLE URS BX,FLEXIBLE URS
FLEXIBLE CYSTOSCOPY SURVEILLNACE,FLEXIBLE CYSTOSCOPY SURVEILLANCE
LT HEMICOLECTOMY,LAP RT HEMICOLECTOMY
TRANSAXILLARY LT THYROIDECTOMY,TRANSAXILLARY LT THYROIDECTOMY
DEBRIDEMENT DRESSING WOUND,DRESSING WOUND AND DEBRIDEMENT
DEBRIDEMENT RT LEG ANKLE,DEBRIDEMENT RT LEG ANKLE
AMPUTATION 2ND TOE RT FOOT WITH DEBRIDEMENT,AMPUTATION 2ND TOE RT FOOT WITH DEBRIDEMENT
RAY AMPUTATION WITH CLOSE STUMP,RAY AMPUTATION WITH CLOSE STUMP
REVISE STUMP LT LEG,REVISE STUMP LT LEG
CHANGE VAC C SHOE LACE,CHANGE VAC C SHOE LACE
CHANGE VACUMM DRESSING SHOE LANCE CLOSURE RT LEG,CHANGE VACUMM DRESSING SHOE LANCE CLOSURE RT LEG
DB LEFT HEEL DB AND RESUTURE WOUND AT LT GROIN,DB LEFT HEEL DB AND RESUTURE WOUND AT LT GROIN
RT FEMORAL ANGIOGRAM,LT FEMORAL ANGIOGRAM
TCC RT IJV UNDER MAC,TCC RT IJV UNDER LA
EVAR WITH RIGHT IIA EMBOLIZATION,EVAR WITH RIGHT IIA EMBOLIZATION
TCC RT OR LT IJV PALINDROME,TCC RT OR LT IJV PALINDROME
PTA WITH DCB,PTA WITH DCB
LT INTERNAL ILAC EMBOLIZATION,LT INTERNAL ILAC EMBOLIZATION
LT FEMORAL ANGIOGRAPHY,LT FEMORAL ANGIOGRAM
REVISE AVF TCC,REVISE AVF TCC
OPEN C WEDGE RESECTION RUL MASS,OPEN C WEDGE RESECTION RUL MASS
LAP NEPHROURETERCTOMY WITH BLADDER CUFF EXCISION,LAP RT NEPHROURETERECTOMY WITH BLADDER CUFF EXCISION
EXCHANGE LEFT URETEROTOMY TUBE,EXCHANGE LEFT URETEROTOMY TUBE
DIVERTED LOOP COLOSTOMY WITH DISTAL IRRIGATION,DIVERTED LOOP COLOSTOMY WITH DISTAL IRRIGATION
OPEN SIGMOIDECTOMY WEDGE LIVER RESECTION S6 PARAAORTIC LN RESECTION,OPEN SIGMOIDECTOMY WEDGE LIVER RESECTION S6 PARAAORTIC LN RESECTION
ANEURYSMECTOMY C AVF LEFT CUBITAL,ANEURYSMECTOMY AVF LT CUBITAL
REVISE TCC RIGHT IJV,REVICE TCC RIGHT IJV
LIGATE AVBG WITH TCC RT IJV CENTROS,LIGATE AVBG WITH TCC RT IJV CENTROS
BALLOON ANGIOPLASTY RIGHT CFA C SFA C ANGIOGRAM RIGHT BTK RT FOREFOOT AMPUTATION,BALLOON ANGIOPLASTY RIGHT CFA C SFA C ANGIOGRAM RIGHT BTK RT FOREFOOT AMPUTATION
CMT INSERTION,CMT INSERTION
RT VAT RLL WEDGE RESECTION,RT VAT RLL WEDGE RESECTION
LT THORACOTOMY WITH PDA LIGATION,LT THORACOTOMY WITH PDA LIGATION
COMPLETE EXTENDED CHOLECYSTECTOMY,COMPLETE EXTENDED CHOLECYSTECTOMY
ERPC,ERPC
EGD NJ TUBE INSERTION,EGD NJ TUBE INSERTION
DRESSING WOUND RE SUTURE,DRESSING WOUND RE SUTURE
LAP WEDGE LIVER RESECTION,WEDGE LIVER RESECTION
DB UNDER TIVA,DB UNDER TIVA
DRESSING WOUND C DB,DRESSING WOUND C DB
COLONOSCOPY LAP AR ILEOSTOMY,COLONOSCOPY LAP AR ILEOSTOMY
DB C D S WOUND,DB C D S WOUND
LT COMPLETION THYROIDECTOMY,COMPLETION RT THYROIDECTOMY
COMPLETE TOTAL THYROIDECTOMY,OPEN TOTAL THYROIDECTOMY
2ND TOE DIP AMPTATION,2ND TOE DIP AMPTATION
COLONOSCOPY FLEXIBLE CYTOSCOPY,COLONOSCOPY FLEXIBLE CYTOSCOPY
BALLOON ANGIOPLASTY C PERM CATH LEFT IJV,BALLOON ANGIOPLASTY C PERM CATH LEFT IJV
DRESSING WOUND WITH SHOELACE PROCEDURE,DRESSING WOUND WITH SHOELACE PROCEDURE
TCC RT IJV WITH ANEURYSMECTOMY,ANEURYSMECTOMY WITH TCC RT IJV
LAMINECTOMY T1 3 WITH TUMOR REMOVAL,LAMINECTOMY WITH TUMOR REMOVAL
CRANIOTOMY WITH REPAIRED DURA,CRANIOTOMY WITH REPAIRED DURA
RT VP SHUNT MEDIUM PRESSURE,LT MEDIUM PRESSURE VP SHUNT
BURR HOLE RT,TWO BURR HOLE
EL COLOSTOMY,EL COLOSTOMY
EGD WITH IRRIGATION,EGD WITH IRRIGATION
EXPLORE LAPAROTOMY,EXPLORE LAPAROTOMY
DEBRIDEMENT WITH BONE NIPPING RT FOOT INCISIONAL BIOPSY AT HEAD,DEBRIDEMENT WITH BONE NIPPING RT FOOT INCISIONAL BIOPSY AT HEAD
OPEN AR DLI,OPEN AR DLI
DB BK,DB BK
EXCISION RT MASS,EXCISION MASS
NEEDLE LOCALIZE EXCISION LT BREAST,NEEDLE LOCALIZED EXCISION RT BREAST
MINITHORACOTOMY WITH REMOVE CHEMOPORT,MINITHORACOTOMY WITH REMOVE CHEMOPORT
REEXCISION WITH SLNB,REEXCISION WITH SLNB
REWIDE EXCISION MASTECTOMY LT BREAST,REWIDE EXCISION MASTECTOMY LT BREAST
WOUND DRESSING C IRRIGATION,WOUND DRESSING AND IRRIGATION
BIOPSY OF SOFT TISSUE,BIOPSY OF ORAL SOFT TISSUE
OPEN COMPLETION RT THYROIDECTOMY,OPEN COMPLETION RIGHT THYROIDECTOMY
LAP TAPP LT SIDE,LAP TAPP LT SIDE
MEDIAN STERNOTOMY WITH THYMECTOMY,MEDIAN STERNOTOMY WITH THYMECTOMY
STSG @ RT BKA STUMP,STSG @ RT BKA STUMP
DL BX GA,DL BX GA
DL WITH BIOPSY,DL WITH BIOPSY
WIDE EXCISION TONSIL AND BASE OF TONGUE WITH RT SND1 3 WITH ALT FREE FLAB WITH TRACHEOSTOMY,WIDE EXCISION TONSIL AND BASE OF TONGUE WITH RT SND1 3 WITH ALT FREE FLAB WITH TRACHEOSTOMY
ENDOSCOPIC SEPTOPLASTY RF IT,ENDOSCOPIC SEPTOPLASTY WITH RF IT
RT VP SHUNT REMOVE EVD,RT VP SHUNT REMOVE EVD
CRANIOTOMY WITH CLIPPING ANEURYSM,LT CRANIOTOMY WITH CLIPPING ANEURYSM
LT RETROSIGMOID SOC WITH CAVERNOMA REMOVAL,LT RETROSIGMOID SOC WITH CAVERNOMA REMOVAL
RT FOREFOOT AMPUTATION,FOREFOOT AMPUTATION
LAMINECTOMY T10 T11,LAMINECTOMY T10 T11
TPS L2 5 WITH DECOMPRESSION,TPS L2 4 WITH DECOMPRESSION
CRANIOTOMY WITH OPTIC N DECOMPRESSION,CRANIOTOMY WITH OPTIC N DECOMPRESSION
RT OCCIPICAL CRANIOTOMY WITH TUMOR REMOVAL,OP : RT OCCIPITAL CRANIOTOMY WITH TUMOR REMOVAL
LAMINECTOMY T10 11,LAMINECTOMY T10 11
DISSECTOMY L5 S1 PDS L3 4 5 S1,DISSECTOMY L5 S1 PDS L3 4 5 S1
CRANIOTOMY WITH GUIDED BIOPSY UNDER NAVIGATOR,CRANIOTOMY WITH GUIDED BIOPSY UNDER NAVIGATOR
ACDF C3 4,ACDF C3 4
C4 5 LAMINECTOMY WITH TUMOR REMOVAL,LAMINECTOMY WITH TUMOR REMOVAL
EXPLORE WOUND RIGHT GROIN,EXPLORE WOUND RIGHT GROIN
AMPUTATION LEFT BIG TOE,AMPUTATION OF RT BIG TOE
COMPLETION RT TRANSAXILLARY THYROIDECTOMY,COMPLETION TRANSAXILLARY LT THYROIDECTOMY
T8 9 LAMINECTOMY WITH TUMOR REMOVAL,LAMINECTOMY WITH TUMOR REMOVAL
LAMINECTOMY FIXATION L4 5,LAMINECTOMY FIXATION L4 5
C1 2 LAMINECTOMY WITH SCREW FIXATION,C1 2 LAMINECTOMY WITH SCREW FIXATION
LAMINECTOMY PDS FIXATION L4 5 S1,L4 S1 LAMINECTOMY PDS FIXATION
TPS T12 L4,TPS T12 L4
ACDF C 45 PEEK PLATE SCREW,ACDF C 45 PEEK PLATE SCREW
LAMINECTOMY C7 WITH LATERAL MASS SCREW C7 T1,LAMINECTOMY WITH LATERAL MASS SCREW C34567
VP SHUNT CRANIOPLASTY,CRANIOPLASTY C VP SHUNT
LAMINECTOMY L1 WITH FIXATION T11 L3,LAMINECTOMY L1 WITH FIXATION T11 L3
T11 L5 LAMINECTOMY PDS FIXATION,L4 S1 LAMINECTOMY PDS FIXATION
OTHER CERVICAL BIOPSY,OTHER CERVICAL BIOPSY
OPEN BILAT NEPHRECTOMY,OPEN BILAT NEPHRECTOMY
SUBOCCIPITAL CRANIECTOMY WITH CYST EXCISION,SUBOCCIPITAL CRANIECTOMY WITH CYST EXCISION
FLEXIBLE URETHROSCOPY,FLEXIBLE URETEROSCOPE
CYSTOSCOPE CLOT REMOVAL,CYSTOSCOPE C CLOT REMOVAL
RADICAL INGULINAL LEFT ORCHIDECTOMY,RADICAL INGULINAL LEFT ORCHIDECTOMY
RETAIN FOLEY CATH CYSTOSCOPY,CYSTOSCOPY RETAINED FOLEY CATH
CLOSURE HARTMAN'S,CLOSURE HARTMANN
OFF TCC RT IJV UNDER LA,TCC RT IJV UNDER LA
PTA STENT DCB,PTA STENT DCB
VATS DECORTICATION RT,VATS DECORTICATION
EXPLORE WOUND REVISE STUMP,EXPLORE WOUND REVISE STUMP
DB LT LEG,DB LT LEG
RIGHT MRM,RIGHT MRM
EXPLORE LAPROTOMY WITH ADHESIOLYSIS,EXPLORE LAPROTOMY WITH ADHESIOLYSIS
RT MASTECTOMY WITH SLNB EXCISION LT NIPPLE POLYP,RT MASTECTOMY WITH SLNB EXCISION LT NIPPLE POLYP
PALLIATIVE MASTECTOMY LT BREAST,PALLIATIVE MASTECTOMY LT BREAST
OPEN TOTAL THYROIDECTOMY WITH PROPHYLACTIC CENTRAL NECK DISSECTION,OPEN TOTAL THYROIDECTOMY WITH PROPHYLACTIC BILATERAL CENTRAL NECK DISSECTION
CYSTOOSCOPE,CYSTOSCOPE
LAMINECTOMY C2 5 TOTAL TUMOR REMOVAL,LAMINECTOMY C2 5 TOTAL TUMOR REMOVAL
I D UNDER GA,I D UNDER GA
RADICAL NECK DISSECTION UNILATERAL RT,RADICAL NECK DISSECTION UNILATERAL
BILATERAL GOIN NODE DISSECTION,BILATERAL GOIN NODE DISSECTION
CYSTOSCOPY STOP BLEEDING,CYSTOSCOPY STOP BLEEDING
CYSTOVCOPE,CYSTOSCOPE
CYSTOSOFPE,CYSTOSCOPE
SURVELIIANCE CYSTO,SURVEILLANCE CYSTO
LT DJ STENT REMOVAL UNDER LA,RT DJ STENT REMOVAL UNDER LA
CIRCUMCISION WITH VASECTOMY,VASECTOMY WITH CIRCUMCISION
OPEN DRAINAGE OF RT KIDNEY ABSCESS,OPEN DRAINAGE OF RT KIDNEY ABSCESS
CHANGE RT DJ STENT แบบปี,CHANGE LT DJ STENT แบบปี
COLONOSCOPY EL,EGD COLONOSCOPY
REPAIR LEAKAGE WITH ANAL DILATION,REPAIR LEAKAGE WITH ANAL DILATION
OPEN AR WITH IOUS,OPEN AR WITH IOUS
LT COMPLETION TRANAXILLARY THYROIDECTOMY,COMPLETION TRANSAXILLARY LT THYROIDECTOMY
TCC RIGHT FEMORAL VEIN,TCC RIGHT FEMORAL VEIN
BIALTERAL MASTECOTOMY SLNB,BIALTERAL MASTECOTOMY SLNB
LAPAROSCOPIC DIAGNOSIS WITH INCISIONAL BIOPSY,LAPAROSCOPIC DIAGNOSIS WITH INCISIONAL BIOPSY
COMPLETION TRANSAXILLA RT THYROIDECTOMY,COMPLETION TRANSAXILLARY LT THYROIDECTOMY
AXILLARY NODE DISSECTION,AXILLARY NODE DISSECTION
LAP TOTAL PELVIC EXENTERATION WITH LC,LAP TOTAL PELVIC EXENTERATION WITH LC
LAP LAR CAA APR,LAP LAR CAA APR
EXCISION OF HEMORRHOIDS LIGASURE POST OP ADMIT,EXCISION OF HEMORRHOIDS LIGASURE POST OP ADMIT
EXCISIONAL INCISIONAL BIOPSY AT RT SHOULDER,EXCISIONAL INCISIONAL BIOPSY AT RT SHOULDER
U S MARKING LUOQ MASS EXCISION NEEDLE LOCALIZED RUOQ CAL EXCISION,U S MARKING LUOQ MASS EXCISION NEEDLE LOCALIZED RUOQ CAL EXCISION
EGD WITH NG INSERTION DOUBLE SET UP OPEN FEEDING JEJUNOSTOMY,EGD WITH NG INSERTION DOUBLE SET UP OPEN FEEDING JEJUNOSTOMY
IRRIGATE WOUND SUTURE,IRRIGATE WOUND SUTURE
WOUND IRRIGATION WND DEBRIDEMENT,WOUND IRRIGATION WND DEBRIDEMENT
SEGMENTAL GRAFT REMOVAL,SEGMENTAL GRAFT REMOVE
REVISE TCC LT CFV,REVISE TCC LT IJV
THROMBECTOMY FISTULOGRAM,THROMBECTOMY FISTULOGRAM PTA
CLOSURE DISTAL COLOSTOMY WITH DISTAL IRRIGATION WITH EXCISION NODULE,CLOSURE DISTAL COLOSTOMY WITH DISTAL IRRIGATION WITH EXCISION NODULE
BILAT URS WITH RP WITH DJ STENT,BILAT URS WITH RP WITH DJ STENT
CYSTOSCOPE RP DJ STENT,CYSTOSCOPY RT RP DJ STENT
DEBRIDE WITH CYSTOSCOPY WITH RETROGRADE URETHROGRAM,DEBRIDE WITH CYSTOSCOPY WITH RETROGRADE URETHROGRAM
CYSTOSCOPE WITH IRRIGATION UNDER SEDATION,CYSTOSCOPE WITH IRRIGATION UNDER SEDATION
RIGHT VASECTOMY,RIGHT VASECTOMY
TURBT UNDER GA,TURBT UNDER GA
CYSTOSCOPY BILATERAL RP,CYSTOSCOPY BILATERAL RP
CYSTOSCOPE BIOSY,CYSTOSCOPE BIOSY
DJ STENT EXVHANGING,DJ STENT EXCHANGING
DJ STENT EXCHANGING YEARLY,DJ STENT EXCHANGING YEARLY
CYSTOSCOPY TUR BT UNDER IV SEDATION,CYSTO TUR BT UNDER IV SEDATION
ELETROCAUTERY URETHRAL THEN CYSTOSCOPE,ELETROCAUTERY URETHRAL THEN CYSTOSCOPE
CYSTOSCOPE WITH RETAIN FOLEY,CYSTOSCOPE WITH RETAIN FOLEY
RADICAL LEFT ORCHIECTOMY,RADICAL LEFT ORCHIECTOMY
TAE LIS,TAE LIS
MICRODISSECTOMY,MICRODISSECTOMY
STAPLE HEMORRHIODECTOMY,STAPLE HEMORRHIODECTOMY
APR C REPAIR VENTRAL HERNIA S3 SACRECTOMY,APR C REPAIR VENTRAL HERNIA S3 SACRECTOMY
ELECTROCAUTERIZATION,ELECTROCAUTERIZATION
OPEN ANTERIOR RESECTION,OPEN ANTERIOR RESECTION
TRANSACRAL LAR,TRANSACRAL LAR
LAP AR WITH OPEN WEDGE LIVER RESECTION IOUS,LAP AR WITH OPEN WEDGE LIVER RESECTION IOUS
LAP SIGMOIDECTOMY CONVERT TO OPEN COLOSTOMY,LAP SIGMOIDECTOMY CONVERT TO OPEN COLOSTOMY
PERM LT CFV,PERM LT CFV
ANEURYSMECTOMY LT ARM TCC RT IJV [ LT IJV],ANEURYSMECTOMY LT ARM TCC RT IJV [ LT IJV]
BILAT RFA WITH RT SSV LIGATION WITH DISTAL SCLEROTHERAPY,BILAT RFA WITH RT SSV LIGATION WITH DISTAL SCLEROTHERAPY
AVF RT WRIST นอกเวลา,AVF RT WRIST นอกเวลา
AMPUTATION LT THUMB,AMPUTATION LT THUMB
TCC TO PERM RT IJV,TCC TO PERM RT IJV
TRANSBRACHIAL STENTING,TRANSBRACHIAL STENTING
VENOGRAPHY BALLOON VENOPLASTY,VENOGRAM BALLOON VENOPLASTY
PROCTOSCOPE BX,PROCTOSCOPE BX
EXCISION BREAST MASS AT R9 L8,EXCISION BREAST MASS AT R9 L8
EGD OPENED WEDGE STOMACH WEDGE DIAPHRAGM REMOVED PERITRONEAL NODULE,EGD OPENED WEDGE STOMACH WEDGE DIAPHRAGM REMOVED PERITRONEAL NODULE
LAP LAR C DLI,LAP LAR C DLI
RESUTURE SKIN OF LEFT BREAST,RESUTURE SKIN OF LEFT BREAST
LT OPEN HERNIOPLASTY,OPEN LT HERNIOPLASTY
I D DEBRIDEMENT,I D DEBRIDEMENT
LEFT HERNIA REPAIR,LEFT HERNIA REPAIR
ANEURYSMECTOMY REPAIR LT BRACHIAL ARTERY,ANEURYSMECTOMY REPAIRED BRACHIAL ARTERY
DEBRIDGEMENT C RESUTURE,DEBRIDGEMENT C RESUTURE
RTIGHT FRONTAL CRANIOTOMY WITH REMOVE TUMOR UNDER NAVIGATION,RT FRONTAL CRANIOTOMY WITH REMOVE TUMOR UNDER NAVIGATION
MIS L4 5 PDS FIXATION,MIS L4 5 PDS FIXATION
LT OCCIPITAL CRANIOTOMY WITH TUMOR REMOVAL,LT OCCIPITAL CRANIOTOMY C TUMOR REMOVAL
ACDF C4 5 DIVA,ACDF C3 5 DIVA
LAMINECTOMY WITH PDS FIXATION L234,LAMINECTOMY WITH PDS FIXATION L4 5
LATERAL MASS C4 6,LATERAL MASS C4 6
FLEX CYSTO WITH DILATE ด้วย TIEMAM,FLEX CYSTO WITH DILATE ด้วย TIEMAM
LAMINECTOMY C PDS FIXATION T12 L2,LAMINECTOMY L1 C PDS FIXATION T11 L3
LT RETROSIGMOID CRANIOTOMY WITH TUMOR REMOVAL MONITORING CN7,LT RETROSIGMOID CRANIOTOMY WITH TUMOR REMOVAL MONITORING CN7
SUBTOTAL MAXILLECTOMY C SKIN GRAFT,SUBTOTAL MAXILLECTOMY C SKIN GRAFT
FESS SEPTOTURBINOPLASTY NAVIGATOR,FESS SEPTOTURBINOPLASTY NAVIGATOR
FR NOSE TONSILLECTOMY BSP MODIFIED CAPSO,TONSILLECTOMY BSP MODIFIED CAPSO
ENDOSCOPIC MEDIAL WALL FLOOR ORBITAL DECOMPRESSION,ENDOSCOPIC MEDIAL WALL FLOOR ORBITAL DECOMPRESSION
STSG RT AMPUTATED BIG TOE UNDER SPINAL BLOCK 11 00น,STSG RT AMPUTATED BIG TOE UNDER SPINAL BLOCK 11 00น
SCALP RECONSTRUCTION ROTATIONAL FLAP,SCALP RECONSTRUCTION ROTATIONAL FLAP
NV FLAP RT 2 ND FINGER AND CLOSE STUMP RT 3RD FINGER UNDER BPB,NV FLAP RT 2 ND FINGER AND CLOSE STUMP RT 3RD FINGER UNDER BPB
DB SUTURE WOUND RT HAND UNDER LA,DB SUTURE WOUND RT HAND UNDER LA
WIDE EXCISION AT LT NASAL ALAR,WIDE EXCISION AT LT NASAL ALAR
BROW LIFT,BROW LIFT
STSG DONOR FROM LEFT THIGH,STSG DONOR FROM LEFT THIGH
CLOSED REDUCTION NASAL SEPTUM UNDER GA,CLOSED REDUCTION NASAL SEPTUM UNDER GA
LAP RT NEPHRECTOMY OPEN,LAP RT NEPHRECTOMY OPEN
LAMINECTOMY WITH PDS FIXATION L2345 MIS SCREW,L3 4 5 LAMINECTOMY WITH PDS FIXATION MIS SCREW
OPEN BIOPSY AT S1,OPEN BIOPSY AT S1
LAMINECTOMY L2 4 WITH PDS FIXATION,LAMINECTOMY WITH PDS FIXATION L4 5
LAMINECTOMY WITH PDS FIXATION T11 12,LAMINECTOMY T10 T9 11 PDS FIXATION
BILAT FESS WIHT MICRODEBRIDER WITH NAVIGATOR,BILAT FESS WITH MICRODEBRIDER WITH NAVIGATOR
RT ENDOSCOPIC FAT PLUG MYRINGOPLASTY,ENDOSCOPIC FAT PLUG MYRINGOPLASTY
TONSIILLECTOMY BSP RF NOSE GA,TONSILLECTOMY BSP RF NOSE
D L C BIOIPSY,D L C BIOIPSY
WIDE EXCISION FOM LT C LT MRND C LT NASOLABIAL FLAP,WIDE EXCISION FOM LT C LT MRND C LT NASOLABIAL FLAP
MODIFIED RADICAL MASTOIDECTOMY RT,RT MODIFIED RADICAL MASTOIDECTOMY
STSG RT LEG UNDER SPINAL BLOCK,STSG RT LEG UNDER SPINAL BLOCK
REVISION LT EAR,REVISION LT EAR
WIDE LOCAL EXCISION LOCAL FLAP RT ALAR UNDER GA,WIDE LOCAL EXCISION LOCAL FLAP RT ALAR UNDER GA
CLOSED REDUCTION K WIRE,CLOSED REDUCTION K WIRE
WIDE EXCISION WITH FOREHEAD FLAP COVERAGE,WIDE EXCISION WITH FOREHEAD FLAP COVERAGE
CAPSULECTOMY BOTH BREASTS,CAPSULECTOMY BOTH BREASTS
PTA RT AVF LT AVF,PTA RT AVF LT AVF
CYSTOSCOPY TUF UNDER TIVA,CYSTOSCOPY TUF UNDER TIVA
CYSTOSCOPE WITH DILATE URETHRAL,CYSTOSCOPE WITH DILATE URETHRA
TUR BT DILATE URETHRA,TUR BT DILATE URETHRA
FLEXIBLE URETEROSCOPE WITH RE TUR BT,FLEXIBLE URETEROSCOPE WITH RE TUR BT
BILAT URS WITH DJ STENTS,BILAT URS WITH DJ STENTS
REVIES RT DJ STENT,REMOVE RT DJ STENT
CYSTO ใส่ FOLEY,CYSTO ใส่ FOLEY
FLEXIBLE CYSTOSCOPE WITH DILATE,FLEXIBLE CYSTOSCOPE WITH DILATE
OPEN URETEROURETEROSTOMY,OPEN URETEROURETEROSTOMY
TUR BT RT URS L,TUR BT RT URS L
TRUS BX WITH TUR P UNDER SB GA,TRUS BX WITH TUR P UNDER SB GA
OFF DJ STENT CHANGE BILAT DJ STENT UNDER GAIV,OFF DJ STENT CHANGE BILAT DJ STENT UNDER GAIV
DEBRIDMENT WITH CYSTOS SUPRAPUBICCYSTOSTOMY UNDER GA,DEBRIDMENT WITH CYSTOS SUPRAPUBICCYSTOSTOMY UNDER GA
CYSTO CHANGE FOLEY ใช้ GUIDEWIRE,CYSTO CHANGE FOLEY ใช้ GUIDEWIRE
TUIP WITH TURBT,TUIP WITH TURBT
IMPLANT REMOVAL BOTH BREAST,BREAST IMPLANT REMOVAL
ANEURYSMECTOMY เหลือ STUMP PROXIMAL,ANEURYSMECTOMY เหลือ STUMP PROXIMAL
REVISED TCC AT RIGHT IJV,REVISED TCC AT RIGHT IJV
